Name,Size,Type,Tag,Alignment,CR,[PH],Spellcaster,Legendary,Lair,Unique,Familiar,Template,Arctic,Coastal,Desert,Forest,Grassland,Hill,Mountain,Swamp,Underdark,Underwater,Urban,Other Plane,Source,Page
Tosculi Elite Bow Raider,Medium,Monstrosity,,Lawful Neutral,5,,,,,,,,,,,,,,,,,,,,Tome of Beasts,386
Tosculi Warrior,Small,Monstrosity,,Lawful Neutral,2,,,,,,,,,,,,,,,,,,,,Tome of Beasts,386
Treacle,Tiny,Ooze,,Unaligned,1/4,,,,,,,,,,,,,,ø,ø,ø,,,,Tome of Beasts,387
Weeping Treant,Huge,Plant,,Neutral,6,,,,,,,,,,,ø,,,,ø,,,,,Tome of Beasts,388
Lake Troll,Large,Giant,,Chaotic Evil,7,,,,,,,,,,,ø,ø,ø,,,,,,,Tome of Beasts,389
Trollkin Reaver,Medium,Humanoid,,Neutral,4,,,,,,,,ø,,,ø,,,ø,,,,,,Tome of Beasts,390
Tusked Skyfish,Large,Aberration,,Lawful Good,4,,,,,,,,,ø,,,,,ø,,,,,,Tome of Beasts,391
Uraeus,Tiny,Celestial,,Lawful Neutral,2,,,,,,,,,,,,,,,,,,,ø,Tome of Beasts,392
Urochar (strangling Watcher),Huge,Aberration,,Chaotic Evil,17,,x,x,,,,,,,,,,,,,ø,,,,Tome of Beasts,393
Ushabti,Large,Construct,,Unaligned,9,,,,,,,,,,ø,,,,,,,,,,Tome of Beasts,394
Vaettir,Medium,Undead,,Lawful Neutral,4,,x,,,,,,ø,ø,,,,,ø,,,ø,,,Tome of Beasts,395
Valkyrie,Medium,Celestial,,Neutral,11,,x,x,,,,,,,,,,,,,,,,ø,Tome of Beasts,396
Umbral,Medium,Fiend,Vampire,Chaotic Evil,7,,x,,,,,,,,,,,,,,,,ø,ø,Tome of Beasts,397
Vapor Lynx,Large,Monstrosity,,Chaotic Neutral,5,,x,,,,,,,,,,,,,,,,,,Tome of Beasts,398
Vesiculosa,Gargantuan,Plant,,Unaligned,11,,,,,,,,,,ø,,,,,,,,,,Tome of Beasts,399
Vila,Medium,Fey,,Lawful Neutral,5,,x,,,,,,,,,ø,,,,,,,,,Tome of Beasts,400
Vile Barber (Siabhra),Small,Fey,,Chaotic Evil,2,,,,,,,,,,,,,,,,,,,,Tome of Beasts,401
Vine Lord,Medium,Plant,,Lawful Neutral,7,,,,,,,,,,,ø,,,,ø,,,,,Tome of Beasts,402
Tendril Puppet,Medium,Plant,,Lawful Neutral,2,,,,,,,,,,,ø,,,,ø,,,,,Tome of Beasts,403
Voidling,Large,Aberration,,Chaotic Evil,11,,x,,,,,,,,,,,,,,,,,ø,Tome of Beasts,404
Wampus Cat,Medium,Monstrosity,,Chaotic Neutral,1,,x,,,,,,,,,ø,,,,,,,,,Tome of Beasts,405
Water Leaper,Large,Monstrosity,,Unaligned,4,,,,,,,,,ø,,ø,,,,,,ø,,,Tome of Beasts,406
Wharfling,Tiny,Beast,,Unaligned,1/8,,,,,,,,,ø,,,,,,,,,ø,,Tome of Beasts,407
Wharfling Swarm,Large,Beast,Swarm,Unaligned,4,,,,,,,,,ø,,,,,,,,,ø,,Tome of Beasts,407
White Ape,Large,Monstrosity,,Neutral,6,,,,,,,,ø,,,ø,ø,ø,,,,,,,Tome of Beasts,408
Witchlight,Tiny,Construct,,Neutral,1/4,,,,,,o,,,,,ø,,ø,ø,ø,ø,,,,Tome of Beasts,409
Wormhearted Suffragan,Medium,Undead,,Chaotic Evil,5,,x,,,,,,,,,,ø,ø,ø,,,,,,Tome of Beasts,410
Xanka,Small,Construct,,Unaligned,1/4,,,,,,,,,,,,,,,,ø,,ø,,Tome of Beasts,411
Xhkarsh,Large,Aberration,,Neutral Evil,8,,,,,,,,,,,,,,,,,,,ø,Tome of Beasts,412
Ychen Bannog,Gargantuan,Beast,,Unaligned,11,,,,,,,,ø,ø,ø,ø,ø,ø,ø,ø,,,,,Tome of Beasts,413
Zaratan,Gargantuan,Monstrosity,,Unaligned,26,,,,,,,,,ø,,,,,,,,ø,,,Tome of Beasts,414
Zimwi,Medium,Giant,,Chaotic Evil,4,,,,,,,,,,ø,,ø,,,ø,,,,,Tome of Beasts,415
Zmey,Huge,Dragon,,Chaotic Evil,14,,,x,,,,,,,,ø,,,,ø,ø,ø,,,Tome of Beasts,416
Bandit Lord,Medium,Humanoid,,Any Non-Lawful,4,,,,,,,,,,,,,,,,,,ø,,Tome of Beasts,418
Black Knight Commander,Medium,Humanoid,,Lawful Neutral,5,,,,,,,,,,,,,,,,,,ø,,Tome of Beasts,418
City Watch Captain,Medium,Humanoid,,Lawful Neutral,4,,,,,,,,,,,,,,,,,,ø,,Tome of Beasts,419
Devilbound Gnomish Prince,Small,Humanoid,,Any Evil,9,,x,,,,,,,ø,,ø,ø,ø,,,,,ø,,Tome of Beasts,420
Dwarven Ringmage,Medium,Humanoid,Dwarf,Any,7,,x,,,,,,,,,,,ø,ø,,ø,,ø,,Tome of Beasts,420
Emerald Order Cult Leader,Medium,Humanoid,,Lawful Neutral,8,,x,,,,,,,,,ø,,,,,,,ø,,Tome of Beasts,421
Elvish Veteran Archer,Medium,Humanoid,,Chaotic Neutral,3,,,,,,,,,,,ø,,,,,,,ø,,Tome of Beasts,422
Corrupted Ogre Chieftain,Large,Giant,,Chaotic Evil,6,,,,,,,,,,,,,,,,,,ø,,Tome of Beasts,423
Ghost Knight,Medium,Humanoid,,Lawful Neutral,6,,,,,,,,,,,,,,,,,,ø,,Tome of Beasts,423
Scorpion Cultist,Medium,Humanoid,,Neutral,1/2,,,,,,,,,,ø,,,,ø,,ø,,ø,,Tome of Beasts,425
Wolf Reaver Dwarf,Medium,Humanoid,Dwarf,Any Chaotic,3,,,,,,,,,,,,,ø,ø,,ø,,ø,,Tome of Beasts,426
Aalpamac,Huge,Monstrosity,,Unaligned,7,,,,,,,,,x,,,,,,,,x,,,Tome of Beasts 2,8
Ahu-Nixta Cataphract,Large,Aberration,,Neutral Evil,8,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,9
Ahu-Nixta Drudge,Medium,Aberration,,Neutral Evil,1/2,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,10
Akaasit,Medium,Construct,,Unaligned,6,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,11
Akhlut,Large,Beast,,Unaligned,6,,,,,,,,x,x,,,,,,,,x,,,Tome of Beasts 2,12
Alchemical Skunk,Small,Monstrosity,,Unaligned,4,,,,,,,,,,,x,x,,,,,,x,,Tome of Beasts 2,13
Alpha Fish,Large,Beast,,Unaligned,3,,,,,,,,,,,,,,,,,x,,,Tome of Beasts 2,14
A-mi-kuk,Huge,Aberration,,Chaotic Evil,7,,,,,,,,x,,,,,,,,,x,,,Tome of Beasts 2,15
Angel of Judgement,Huge,Celestial,,Neutral,18,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,16
Angelic Enforcer,Large,Celestial,,Lawful Good,12,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,17
Mead Archon,Medium,Celestial,,Chaotic Good,4,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,18
Urdimmu,Large,Celestial,,Lawful Good,14,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,19
Queen of Scorpions,Medium,Fey,Shapechanger,Lawful Evil,13,,x,x,,x,,,,,x,,,,,,,,,,Tome of Beasts 2,21
Toad King,Medium,Fey,Shapechanger,Neutral,10,,x,,,x,,,,,,,,,,x,,,,,Tome of Beasts 2,22
Animated Bearskin Rug,Large,Construct,,Unaligned,4,,,,,,,,,,,,x,,,,,,x,,Tome of Beasts 2,24
Aniwye,Large,Monstrosity,Shapechanger,Neutral Evil,5,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,25
Anzu,Large,Monstrosity,,Neutral,9,,,,,,,,,,x,,x,,x,,,,,,Tome of Beasts 2,26
Apaxrusl,Medium,Construct,,Neutral,3,,,,,,,,,,x,,,,,,,,,,Tome of Beasts 2,27
Ash Phoenix,Large,Undead,,Neutral Evil,9,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,28
Ashen Custodian,Medium,Fey,,Neutral,6,,x,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,29
Astral Devourer,Medium,Aberration,Swarm,Chaotic Evil,8,,,,,,,,,,,,,x,,,,,,x,Tome of Beasts 2,30
Astri,Small,Celestial,,Chaotic Good,8,,x,,,,,,,,x,,,x,x,,,,,,Tome of Beasts 2,31
Atterroppe,Tiny,Fey,,Chaotic Evil,1/2,,x,,,,,,,,,x,x,,,x,,,,,Tome of Beasts 2,32
August Rooster,Medium,Monstrosity,,Neutral Evil,4,,x,,,,,,,,,,x,,,,,,x,,Tome of Beasts 2,33
Aurora Horribilis,Large,Aberration,,Chaotic Neutral,9,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,34
Avalanche Screamer,Large,Aberration,,Chaotic Evil,7,,,,,,,,x,,,,,,x,,,,,,Tome of Beasts 2,35
Aviere,Tiny,Celestial,,Any Good,1/2,,,,,,v,,,,,,,,,,,,,x,Tome of Beasts 2,36
Avulzor,Large,Aberration,,Lawful Evil,8,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Tome of Beasts 2,37
Barometz,Large,Plant,,Chaotic Neutral,6,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,38
Giant Bombardier Beetle,Medium,Beast,,Unaligned,1/4,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,39
Giant Snow Beetle,Large,Beast,,Unaligned,1,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,39
Lantern Beetle,Tiny,Beast,,Unaligned,0,,,,,,v,,,,,,,,,,x,,,,Tome of Beasts 2,40
Sniffer Beetle,Small,Beast,,Unaligned,1/8,,,,,,v,,,,,,,,,,x,,,,Tome of Beasts 2,40
Befouled Weird,Medium,Elemental,,Neutral Evil,5,,,,,,,,,,,,,,,x,,,,x,Tome of Beasts 2,41
Black Crier,Medium,Undead,,Neutral,11,,,,,,,,,,,,x,,,,,,x,,Tome of Beasts 2,42
Bleakheart,Medium,Undead,,Neutral Evil,3,,x,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,43
Bloodsapper,Medium,Aberration,,Chaotic Evil,3,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,Tome of Beasts 2,44
Bloodstone Sentinel,Large,Construct,,Neutral Evil,8,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,45
Boneshard Wraith,Medium,Undead,,Neutral Evil,12,,,,,,,,,,,,,x,,,,,,,Tome of Beasts 2,46
Bonespitter,Gargantuan,Monstrosity,,Unaligned,13,,,,,,,,,,,,x,,,,,,,,Tome of Beasts 2,47
Borea's Chosen,Medium,Humanoid,Any Race,Chaotic Evil,7,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,48
Brachyura Shambler,Medium,Monstrosity,,Neutral Evil,4,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,49
Brain Hood,Tiny,Aberration,,Neutral Evil,1/2,,x,,,,,, ,,,x,x,,,,,,,,Tome of Beasts 2,50
Brimstone Locusthound,Medium,Monstrosity,,Neutral,3,,,,,,,,,,,,x,x,,,x,,,,Tome of Beasts 2,51
Broodmother of Leng,Huge,Aberration,,Chaotic Evil,11,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,52
Bulbous Violet,Medium,Plant,,Unaligned,1,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,53
Butatsch,Gargantuan,Aberration,,Chaotic Neutral,14,,,,,,,,,,,,,x,x,,x,x,,,Tome of Beasts 2,54
Cadaver Sprite,Tiny,Undead,,Neutral Evil,1/2,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,55
Carnivorous Ship,Gargantuan,Monstrosity,Shapechanger,Neutral,13,,,,,,,,,x,,,,,,,,x,,,Tome of Beasts 2,56
Carnivorous Sod,Medium,Plant,,Unaligned,1,,,,,,,,,,,,x,,,,,,,,Tome of Beasts 2,57
Catscratch,Huge,Aberration,,Chaotic Evil,3,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,58
Chamrosh,Medium,Celestial,,Neutral Good,1,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,59
Chatterlome,Medium,Fiend,,Lawful Evil,7,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,60
Cherufe,Huge,Elemental,,Chaotic Evil,14,,,,,,,,,,,,,,x,,x,,,x,Tome of Beasts 2,61
Chill Haunt,Medium,Undead,,Neutral Evil,3,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,62
Chimeric Phantom,Medium,Undead,,Chaotic Neutral,2,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Tome of Beasts 2,63
Chronomatic Enhancer,Large,Construct,,Unaligned,12,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,64
Clockwork Archon,Gargantuan,Construct,,Unaligned,13,,,,,,,,,,,,,,,,,,x,x,Tome of Beasts 2,65
Clockwork Leech,Medium,Construct,,Neutral,1,,,,,,,,,,,,,,,x,,,x,,Tome of Beasts 2,66
Clockwork Mantis,Large,Construct,,Unaligned,6,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,67
Clockwork Tiger,Large,Construct,,Unaligned,6,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,68
Collais,Large,Monstrosity,,Neutral,10,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,69
Conjoined Queen,Large,Monstrosity,,Chaotic Neutral,10,,x,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,70
Corpse Worm,Large,Monstrosity,,Unaligned,3,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,71
Corrupted Pixie,Tiny,Fiend,,Chaotic Evil,1/2,,x,,,,,,x,x,x,x,x,x,x,x,x,,x,,Tome of Beasts 2,72
Crimson Shambler,Medium,Plant,,Unaligned,1/2,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,73
Crinaea,Medium,Fey,,Neutral,2,,x,,,,,,,,,x,x,,,,,,x,,Tome of Beasts 2,74
Crocotta,Medium,Monstrosity,,Neutral Evil,3,,,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,75
Cryoceros,Large,Monstrosity,,Unaligned,6,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,76
Crystalline Monolith,Huge,Aberration,,Lawful Neutral,7,,x,x,x,,,,,,,,,,x,,x,,,,Tome of Beasts 2,78
Dancing Foliage,Medium,Plant,,Chaotic Good,4,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,79
De Ogen,Medium,Undead,,Neutral Evil,4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,80
Death Vulture,Large,Monstrosity,,Neutral Evil,4,,,,,,,,,,,x,x,x,,x,,,x,,Tome of Beasts 2,81
Death Speaker,Medium,Undead,,Lawful Evil,4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,82
Deathweaver,Huge,Monstrosity,,Neutral Evil,5,,x,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,83
Degmadu,Gargantuan,Monstrosity,,Chaotic Neutral,28,,,x,,x,,,,,,,,,,,x,,,,Tome of Beasts 2,84
"Alsikaya, The Screeching Mother of Volcanoes",Huge,Fiend,"Demon, Demon Lord",Chaotic Evil,28,,,x,x,x,,,,,,,,,,,,,,x,Tome of Beasts 2,85
"Bathael, the Exiled Lord",Huge,Fiend,"Demon, Demon Lord",Chaotic Evil,16,,,,,x,,,,,,,,,,,,,,x,Tome of Beasts 2,87
"Hriggala, Jaws of the Unsated God",Huge,Fiend,"Demon, Demon Lord",Chaotic Evil,23,,x,,,x,,,,,,,,,,,,,,x,Tome of Beasts 2,88
Spawn of Hriggala,Huge,Fiend,Demon,Chaotic Evil,10,,,,,,,,,,,,,,,,x,,,x,Tome of Beasts 2,89
"Rhopalocerex, Demon Lord of Deception",Large,Fiend,"Demon, Demon Lord",Chaotic Evil,20,,,x,x,x,,,,,,,,,,,,,,x,Tome of Beasts 2,90
Spawn of Rhopalocerex,Large,Fiend,Demon,Chaotic Evil,6,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,92
Baliri,Medium,Fiend,Demon,Chaotic Evil,14,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,93
Culicoid,Large,Fiend,Demon,Chaotic Evil,12,,,,,,,,,,,,,,,x,,,,x,Tome of Beasts 2,94
Spawn of Alquam,Large,Fiend,Demon,Chaotic Evil,6,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,95
Derendian Moth Abomination,Huge,Monstrosity,,Neutral Evil,12,,,x,,,,,,,,x,,,,,,,,,Tome of Beasts 2,96
Derro Explorer,Small,Humanoid,Derro,Any Non-Good,2,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,97
Derro Guard,Small,Humanoid,Derro,Any Non-Good,1/2,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,97
Derro Shadowseeker,Small,Humanoid,Derro,Chaotic Evil,6,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,98
"Poena, Duke of Retribution",Large,Fiend,"Devil, Archdevil",Lawful Evil,19,,x,,,x,,,,,,,,,,,,,,x,Tome of Beasts 2,99
"The Curator, Hell's Collector",Large,Fiend,"Devil, Archdevil",Lawful Evil,24,,x,x,x,x,,,,,,,,,,,,,,x,Tome of Beasts 2,101
Arachnocrat,Medium,Fiend,Devil,Lawful Evil,5,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,102
Blood Imp,Tiny,Fiend,Devil,Lawful Evil,1/2,,,,,,v,,,,,,,,,,,,,x,Tome of Beasts 2,103
Nephirron Devil,Huge,Fiend,Devil,Lawful Evil,16,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,104
Scribe Devil,Medium,Fiend,Devil,Lawful Evil,5,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,105
Tzepharion,Large,Fiend,Devil,Lawful Evil,8,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,106
Dimenshional Shambler,Large,Aberration,,Neutral Evil,9,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,107
Compsognathus,Tiny,Beast,Dinosaur,Unaligned,1/8,,,,,,v,,,,,x,x,,,,,,,,Tome of Beasts 2,108
Swarm of Compsognathus,Medium,Beast,"Swarm, Dinosaur",Unaligned,1,,,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,108
Tricenatorus,Huge,Monstrosity,Dinosaur,Unaligned,13,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,109
Ancient Boreal Dragon,Gargantuan,Dragon,,Chaotic Neutral,24,,,x,x,,,,x,,,x,,,,,,,,,Tome of Beasts 2,110
Adult Boreal Dragon,Huge,Dragon,,Chaotic Neutral,17,,,x,x,,,,x,,,x,,,,,,,,,Tome of Beasts 2,111
Young Boreal Dragon,Large,Dragon,,Chaotic Neutral,8,,,,,,,,x,,,x,,,,,,,,,Tome of Beasts 2,112
Boreal Dragon Wyrmling,Medium,Dragon,,Chaotic Neutral,2,,,,,,,,x,,,x,,,,,,,,,Tome of Beasts 2,113
Adult Imperial Dragon,Huge,Dragon,,Neutral,20,,x,x,x,,,,,x,,,,,,,,x,,,Tome of Beasts 2,115
Ancient Imperial Dragon,Gargantuan,Dragon,,Neutral,26,,x,x,x,,,,,x,,,,,,,,x,,,Tome of Beasts 2,115
Imperial Dragon Wyrmling,Medium,Dragon,,Neutral,3,,x,,,,,,,x,,,,,,,,x,,,Tome of Beasts 2,117
Young Imperial Dragon,Large,Dragon,,Neutral,11,,x,,,,,,,x,,,,,,,,x,,,Tome of Beasts 2,117
Keyhole Dragonite,Tiny,Dragon,,Neutral,1/2,,,,,,v,,,,,,,,,,,,x,,Tome of Beasts 2,118
Cave Drake,Large,Dragon,,Neutral,3,,,,,,,,,,,,,,x,,x,,,,Tome of Beasts 2,119
Crater Drake,Small,Dragon,,Neutral Evil,11,,,,,,,,,,,,,x,x,,,,,,Tome of Beasts 2,120
Diminution Drake,Medium,Dragon,,Neutral Evil,5,,,,,,,,,,,x,,x,,,,,,,Tome of Beasts 2,121
Hoard Drake,Large,Dragon,,Neutral Evil,8,,,,,,,,,,,,,,x,,x,,,,Tome of Beasts 2,122
Hoarfrost Drake,Medium,Dragon,,Chaotic Evil,2,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,123
Kelp Drake,Medium,Dragon,,Neutral Evil,3,,,,,,,,,x,,,,,,,,x,,,Tome of Beasts 2,124
Light Drake,Tiny,Dragon,,Neutral Good,1/2,,x,,,,v,,,,,,,,,,x,,,,Tome of Beasts 2,125
Liminal Drake,Large,Dragon,,Neutral Evil,14,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,126
Sanddrift Drake,Large,Dragon,,Neutral,6,,,,,,,,,,x,,,,,,,,,,Tome of Beasts 2,127
Vine Drake,Medium,Dragon,,Neutral,7,,x,,,,,,,,,x,,,,x,,,,,Tome of Beasts 2,128
Dread Walker Excavator,Large,Construct,,Neutral,5,,,,,,,,,,,,,x,,,x,x,,,Tome of Beasts 2,129
Mountain Dryad,Huge,Fey,,Neutral,11,,,,,,,,,,,,,x,x,,,,,,Tome of Beasts 2,130
Edjet Initiate,Medium,Humanoid,Dragonborn,Lawful Neutral,1/4,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,131
Fire-Infused Water Elemental,Huge,Elemental,,Neutral,7,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,Tome of Beasts 2,132
Ice Elemental,Large,Elemental,,Neutral,5,,,,,,,,x,,,,,,,,,,,x,Tome of Beasts 2,133
Magnetic Elemental,Large,Elemental,,Neutral,6,,,,,,,,,,,,,x,x,,,,,x,Tome of Beasts 2,133
Emperor's Hyena,Medium,Undead,,Neutral Evil,4,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,135
Empusa,Medium,Monstrosity,Shapechanger,Chaotic Evil,5,,,,,,,,,,,,x,,,,,,x,,Tome of Beasts 2,136
Eonic Savant,Medium,Humanoid,Human,Neutral,7,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,137
Fabricator,Large,Construct,,Neutral,10,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,138
Faceless Wanderer,Medium,Aberration,,Neutral Evil,4,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,139
Falsifier Fog,Huge,Undead,,Chaotic Evil,4,,,,,,,,,,,,,,,,,,x,,Tome of Beasts 2,140
Fane Spirit,Medium,Undead,,Any Lawful,3,,x,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,141
Far Dorocha,Medium,Fey,,Lawful Evil,5,,x,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,142
Felid Dragon,Huge,Dragon,,Neutral,19,,,,,,,,,,,,,,,,,,,,Tome of Beasts 2,143
Commander of Horn and Gold,Medium,Fey,,Lawful Neutral,15,,,x,x,x,,,,,,,,,x,,,,,x,Tome of Beasts 2,145
Mistress of Midnight Teeth,Small,Fey,,Neutral Evil,15,,,x,x,x,,,,,,x,,,,,,,x,x,Tome of Beasts 2,147
Tarkun the Dessicated,Medium,Fey,,Chaotic Neutral,8,,,x,,x,,,,,x,,,,,,,,,,Tome of Beasts 2,148
Fey Revenant,Large,Fey,,Lawful Evil,7,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,150
Flayed Wraith,Medium,Undead,,Neutral Evil,5,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,151
Fleshdreg,Huge,Plant,,Neutral Good,5,,,,,,,,,,,,,,,x,,,,,Tome of Beasts 2,152
Fleshspurned,Medium,Undead,,Chaotic Evil,4,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,153
Flithidir,Small,Fey,Shapechanger,Chaotic Neutral,1,,x,,,,,,,,,x,,,,,,,x,,Tome of Beasts 2,154
Forest Emperor,Huge,Aberration,,Neutral Evil,15,,,,,,,,,,,x,,,x,,,,,,Tome of Beasts 2,155
Fragrant one,Small,Fey,,Chaotic Neutral,3,,,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,156
Boomer,Medium,Plant,,Unaligned,1/2,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,157
Ophio Fungus,Huge,Plant,,Unaligned,7,,,,,,,,,,,,,,,,x,,,x,Tome of Beasts 2,157
Pixie's Umbrella,Small,Plant,,Unaligned,1/8,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,158
Shiftshroom,Medium,Plant,Shapechanger,Unaligned,1/4,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,159
Strobing Fungus,Medium,Plant,,Unaligned,4,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,160
Galidroo,Huge,Monstrosity,,Neutral Evil,12,,,,,,,,,,,,x,x,,,x,,,,Tome of Beasts 2,161
Garlicle,Small,Plant,,Chaotic Neutral,1,,x,,,,,,,,,x,x,,,,,,,,Tome of Beasts 2,162
Gaunt One,Medium,Aberration,,Neutral Evil,3,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,163
Greater Ghast of Leng,Large,Aberration,,Chaotic Evil,8,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,164
Ghillie Dubh,Medium,Celestial,,Lawful Good,1,,,,,,,,x,,,x,,,,,,,,x,Tome of Beasts 2,165
Bloated Ghoul,Medium,Undead,,Neutral Evil,6,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,166
Darakhul Captain,Medium,Undead,,Lawful Evil,9,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,166
Darakhul Spy,Medium,Undead,,Neutral Evil,5,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,168
Ghul,Medium,Undead,,Any Evil,5,,x,,,,,,,,x,,,,,,,,,,Tome of Beasts 2,169
Abbanith Giant,Large,Giant,,Neutral,3,,,,,,,,,,,,,,x,,x,,,,Tome of Beasts 2,170
Cave Giant Shaman,Huge,Giant,,Chaotic Evil,14,,x,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,171
Phase Giant,Huge,Giant,,Neutral,5,,,,,,,,,,,,,,,,x,,,,Tome of Beasts 2,172
Shadow Giant,Huge,Giant,,Chaotic Evil,15,,,,,,,,,,,,,,,,,,,x,Tome of Beasts 2,173
Snow Giant,Huge,Giant,,Neutral,5,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,174
Thin Giant,Huge,Giant,,Chaotic Evil,9,,,,,,,,,,,,,,,,x,,x,,Tome of Beasts 2,175
Glacial Corruptor,Medium,Undead,,Lawful Evil,1,,,,,,,,x,,,,,,x,,,,,,Tome of Beasts 2,176
Glacier Behemoth,Huge,Beast,,Unaligned,12,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,177
Bearing Golem,Medium,Construct,,Unaligned,6,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,178
Death Shroud Golem,Large,Construct,,Unaligned,5,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,179
Dragonflesh Golem,Large,Construct,,Unaligned,10,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,180
Vine Golem,Medium,Construct,,Neutral,3,,,,,,,,,,,x,,,,,,,,,Tome of Beasts 2,181
Graknork,Gargantuan,Monstrosity,,Unaligned,14,,,,,,,,x,,,,,,,,,,,,Tome of Beasts 2,182
Graveyard Dragon,Large,Undead,,Neutral Evil,7,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,Tome of Beasts 2,183
